Player,Total Hands,VPIP Hands,VPIP %,Evaluation,Sample Size Adequate
2df5049,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
5b29450,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
ffb39503,2,2,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
76f001fe,2,2,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
e2ed017a,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
6e295a88,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
8a6c56e,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
9bf96054,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
83060b71,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
8ad42b9f,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
900c39c,2,2,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
7fd7bfd,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
ea13a27a,2,2,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
653e10d7,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
aee09a59,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
aa6de6eb,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
d1fb362d,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
e1a10c9e,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
b597f329,3,3,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
14d804c2,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
727d7d4c,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
48f26797,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
c290c3bf,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
b88af3e3,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
b94899d4,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
5746f8f8,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
bb84a291,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
e0a76918,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
b51d7635,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
ac7c390f,3,3,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
418cf236,2,2,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
228df32b,3,3,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
26835b71,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
8bd24e19,3,3,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
e86cd3e2,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
a2782bfd,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
6337959b,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
5cdb37bb,2,2,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
13bad939,2,2,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
c3d82c94,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
fe5d514a,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
803caed5,2,2,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
c9cacc94,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
2b1bc745,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
a35df9e7,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
7a2ca4da,2,2,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
f1620fd1,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
9bd542e7,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
9cabaf57,2,2,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
7fabe718,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
2cab37a4,2,2,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
1526aa36,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
62c93b6f,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
d3a77ce4,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
51322a38,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
7d9505cf,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
d6ce5a32,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
bcb89f7a,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
99eba030,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
37ffe948,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
8fab2fe2,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
93ff0826,2,2,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
925f46c2,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
d629e21f,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
ad160059,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
654a16af,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
29ed70d5,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
bcdcf3bf,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
9d8e7d4d,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
d2274a45,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
8fcf4327,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
df3a4a8f,2,2,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
31342ba3,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
f5d5737b,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
80ff8893,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
263a034c,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
5845ee6d,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
9826d3e5,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
6f3ad27c,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
f9233037,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
a0692440,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
75ac66a7,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
7afe89c0,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
e9ea2198,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
f844bebb,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
7bd20a2e,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
e7f021d4,2,2,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
770d60d3,2,2,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
fb658e6e,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
bd75ecaf,2,2,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
e6324be3,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
84f120c9,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
a1ef853,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
6fb05760,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
2598e771,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
4e34032,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
76ab6621,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
bcd3ea5d,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
f2b7ae80,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
2c2eab5a,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
25227095,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
2905d11a,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
740a6055,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
d5a22f93,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
6c34830e,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
884a26f1,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
1ae7fb04,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
51e3c8fb,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
2e3c6b3e,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
84836ea7,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
3e3da31b,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
493a938d,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
5abf8fc6,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
bf8094e6,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
6b0d392a,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
6d7b005,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
2408bb6d,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
6139e979,2,2,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
165cfd3c,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
6b3dcc0,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
da6c6743,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
739076dc,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
4b827ed,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
66dea87c,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
d2df8137,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
7377cef1,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
192e6a1e,2,2,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
5efc62e8,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
eeed36d,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
370074f,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
93cf1ade,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
aa4bd6b8,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
69e17a2a,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
5cbadcb1,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
5d78b686,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
ad4ea85f,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
96418425,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
a4905e8a,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
eefab20d,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
64b2f04d,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
709e27ae,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
cf632aac,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
fbd9519c,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
c6d56687,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
474730dd,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
da4998c9,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
cf849281,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
5a5bf832,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
b9a6700d,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
3218acac,2,2,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
f3a8f04f,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
e7aec1c4,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
73defc71,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
e347d1b3,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
12fd2ff0,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
8d5bd064,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
3fd52f44,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
559d80f7,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
fcf34edc,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
8f5f32ab,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
af6a32d5,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
7e4f31b1,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
5e18151c,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
151c26e3,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
ba46c8a6,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
effa9f9d,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
f201ef5f,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
24ec4054,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
3316f93f,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
f431291f,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
239db406,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
118baec1,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
eb64464b,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
e31f79b5,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
648e348e,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
82f473be,1,1,100.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
e9c5dfd7,9,8,88.89%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
3469fa26,8,7,87.50%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
aaef19a,7,6,85.71%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
cbfc1dd3,5,4,80.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
535b3b70,5,4,80.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
81ae9247,5,4,80.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
e410997f,5,4,80.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
964e9dc7,5,4,80.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
bdccb492,5,4,80.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
b144f063,9,7,77.78%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
ba72b338,4,3,75.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
